author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name,processed_text,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7103281575559106560,regular,2023-09-01 12:00:03,1693562403803,18,16,0,1,538,31,10,1,589,"600 gold medals 🥇 . Olympian. Now an entrepreneur. 

This is a fascinating conversation of how a young girl who dreaded swimming went on to win 600+ gold medals and represented India in Olympics.

In this podcast, I’m talking to Nisha Millet. An Arjuna award winner, she has won numerous domestic & international events. Was the only woman in the 2000 olympics swim team from India. Now a mother of two and an entrepreneur. 

In this podcast we discussed:
- How parents can play a role in creating future olympians.
- The importance of sports & fitness in the personal development of a child. 
- How professional athletes train and manage life. 
- Her comeback and challenges post retirement from professional swimming.  
- Overcoming mental health challenges. 
- Journey from an athlete to an entrepreneur.
- The thin line between parental , societal expectations and own self. 
- Regaining her lost fitness post child birth. What worked and dint. 
- Her current training routine to be an endurance runner and CrossFit athlete.

There are a lot to takeways from this conversation and I hope this is useful to you. 

Links to the full podcast
Youtube : https://lnkd.in/gZK-KSWA
Spotify: https://lnkd.in/gYJPct9w
Apple podcast : https://lnkd.in/gC6pW4Gg

If you are new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_600-gold-medals-olympian-now-an-entrepreneur-activity-7103315564520996864-RSIv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,gold medals olympian now an entrepreneur this is a fascinating conversation of how a young girl who dreaded swimming went on to win gold medals and represented india in olympics in this podcast im talking to nisha millet an arjuna award winner she has won numerous domestic international events was the only woman in the olympics swim team from india now a mother of two and an entrepreneur in this podcast we discussed how parents can play a role in creating future olympians the importance of sports fitness in the personal development of a child how professional athletes train and manage life her comeback and challenges post retirement from professional swimming overcoming mental health challenges journey from an athlete to an entrepreneur the thin line between parental societal expectations and own self regaining her lost fitness post child birth what worked and dint her current training routine to be an endurance runner and crossfit athlete there are a lot to takeways from this conversation and i hope this is useful to you links to the full podcast youtube spotify apple podcast if you are new to the podcast you can find all the past video episodes here,0.028,0.798,0.174,0.9818,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7100026469761896449,regular,2023-08-23 11:58:09,1692784689948,3,3,0,0,138,5,6,1,147,"Startups building for health X Rainmatter

This is a new podcast series to explore conversations with startups and their founders reimagining the business of health, fitness & nutrition.

India has massive health problems. Physical & mental health , nutrition and more. Lifestyles diseases have collectively affected over 400 million Indians across age groups. And we need entrepreneurs to solve for these problems. Not one but many should attempt.

In this series, the conversations will be to explore what these entrepreneurs are building and why it's important. 

In the first episode, i'm joined by Adnan Adeeb, Co-founder of Spectacom Global. The company behind Devils Circuit, Bunkerfit and GetmyBIB.
Listen to the full episode on 
Youtube: https://lnkd.in/gSuMSs3b
Spotify: https://lnkd.in/gNxwDYGu
Apple podcast: https://lnkd.in/gFnHQVSB

Adnan and Zeba are building an ecosystem of fitness and sporting assets to make staying fit fun and exciting for people of all age groups.

We discuss the founding story , how they got the first 100 participants for their first race, the near closure of the company and how the team revived and scaled back post pandemic, the unknowns of sports business in India, transition from a physical experience product to a platform company. And the new stuff they are building to redefinine fitness entertainment.

If you participate in any of the Devil Circuit race, the war cry #booyah will reverberate in your head for next few days 😊 

Hope you enjoy the episode.

If you have any questions or feedback for Adnan and Zeba, drop a comment below and they will respond.",https://www.linkedin.com/posts/dilipevs_booyah-activity-7100053596188114944-Gk15?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,startups building for health x rainmatter this is a new podcast series to explore conversations with startups and their founders reimagining the business of health fitness nutrition india has massive health problems physical mental health nutrition and more lifestyles diseases have collectively affected over million indians across age groups and we need entrepreneurs to solve for these problems not one but many should attempt in this series the conversations will be to explore what these entrepreneurs are building and why its important in the first episode im joined by adnan adeeb cofounder of spectacom global the company behind devils circuit bunkerfit and getmybib listen to the full episode on youtube spotify apple podcast adnan and zeba are building an ecosystem of fitness and sporting assets to make staying fit fun and exciting for people of all age groups we discuss the founding story how they got the first participants for their first race the near closure of the company and how the team revived and scaled back post pandemic the unknowns of sports business in india transition from a physical experience product to a platform company and the new stuff they are building to redefinine fitness entertainment if you participate in any of the devil circuit race the war cry booyah will reverberate in your head for next few days hope you enjoy the episode if you have any questions or feedback for adnan and zeba drop a comment below and they will respond,0.1,0.772,0.128,0.7227,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7097897969718366208,regular,2023-08-17 13:12:32,1692270752028,0,5,0,2,64,5,3,0,71,"Founder depression is a common reality among entrepreneurs of all stripes.
Never show weakness and be the cheerleader in tough situations is over celebrated. 

Reality is founders are 30% more likely to experience depression than others. 
https://lnkd.in/gdJF7Wz5

Recent studies put the number of founders with some form of mental health issue at 49%

It’s important to normalize mental health issues in startups.

Raghunandan has been a tremendous help to me when I was building and remains a trusted advisor and friend to many entrepreneurs.

If you are founder, go find your Raghu 😊

We discuss tools for mental health for founders in detail on the podcast 

Youtube : https://lnkd.in/gthmks2x
Spotify: https://lnkd.in/gQjBJ7Uv
Apple podcast : https://lnkd.in/gmw5YUfz",https://www.linkedin.com/posts/dilipevs_founder-depression-is-a-common-reality-among-activity-7097897984314511360-u-Ro?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,founder depression is a common reality among entrepreneurs of all stripes never show weakness and be the cheerleader in tough situations is over celebrated reality is founders are more likely to experience depression than others recent studies put the number of founders with some form of mental health issue at its important to normalize mental health issues in startups raghunandan has been a tremendous help to me when i was building and remains a trusted advisor and friend to many entrepreneurs if you are founder go find your raghu we discuss tools for mental health for founders in detail on the podcast youtube spotify apple podcast,0.074,0.759,0.167,0.8455,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7097086756893687808,regular,2023-08-15 07:29:00,1692077340339,6,1,0,1,95,15,5,2,119,"As long i live, i will play and win”

That’s Bhagwani Devi. 
A 95-year-old athlete from Delhi ✨ 

She won three gold medals for India at the World Masters Athletics Indoor Championships at Poland. 🥇 

Not just in one sports. But three different sports- 60mtr running, shot put and discus throw.

After the championship she said “As long i live, i will play and win”

She was not an athlete in her younger days. 
Had hardships all through her growing years. 
Lost husband & one son in her 30’s. 
Worked at farm to earn a living.

Started playing sports at the young age of 94 encouraged by her grandson Vikas Dagar—a national para-athlete.

Training at this age is not easy. But she now has a competent team that manages all aspects of her strength, nutrition & fitness.

Sport is a great way to stay healthy. 
Find what is fun to you. 
Makes you move. 
And you enjoy the most. 

Bhagwani Devi found the athlete in her in 90’s.
I found mine in my mid 30’s. 
Good luck to finding the athlete in you!",https://www.linkedin.com/posts/dilipevs_as-long-i-live-i-will-play-and-win-that-activity-7097086756893687808-Ab6F?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,as long i live i will play and win thats bhagwani devi a yearold athlete from delhi she won three gold medals for india at the world masters athletics indoor championships at poland not just in one sports but three different sports mtr running shot put and discus throw after the championship she said as long i live i will play and win she was not an athlete in her younger days had hardships all through her growing years lost husband one son in her s worked at farm to earn a living started playing sports at the young age of encouraged by her grandson vikas dagara national paraathlete training at this age is not easy but she now has a competent team that manages all aspects of her strength nutrition fitness sport is a great way to stay healthy find what is fun to you makes you move and you enjoy the most bhagwani devi found the athlete in her in s i found mine in my mid s good luck to finding the athlete in you,0.028,0.675,0.297,0.9955,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7093513909466263552,regular,2023-08-05 10:51:59,1691225519901,6,4,0,0,136,31,10,1,174,"Everyone has a reason to race.
We all need to find that reason.
At work or on the field.

A few years after the death of her husband, Marjorie was inspired to run her first marathon. After seven months of training, this 81-year-old ran in the NYC Marathon as a dedication to her husband.

She trained for it.
At an age, when most will write her off.

The marathon doesn't owe you anything.
When you run a marathon, you run against your own fears.
Not against the other runners.",https://www.linkedin.com/posts/dilipevs_everyone-has-a-reason-to-race-we-all-need-activity-7093513963023306752-DlQx?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,everyone has a reason to race we all need to find that reason at work or on the field a few years after the death of her husband marjorie was inspired to run her first marathon after seven months of training this yearold ran in the nyc marathon as a dedication to her husband she trained for it at an age when most will write her off the marathon doesnt owe you anything when you run a marathon you run against your own fears not against the other runners,0.073,0.892,0.035,-0.5423,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7087734725133422593,regular,2023-07-20 12:07:22,1689847642215,0,7,0,0,78,7,0,1,86,"Every step counts 

The choice you make is the gap between your desire & commitment.

 Zerodha & Rainmatter getting the basics right.",https://www.linkedin.com/posts/dilipevs_every-step-counts-the-choice-you-make-is-activity-7087734725133422593-7E6i?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,every step counts the choice you make is the gap between your desire commitment zerodha rainmatter getting the basics right,0.0,0.773,0.227,0.6486,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7087318752261779456,regular,2023-07-19 08:36:23,1689748583274,8,17,0,2,318,17,11,1,346,"Mother of Two. An Ultramarathoner.
And perhaps the fastest CFO in India.

In this eighth episode of ""The Other Side"", I'm talking with Rashmi Mohanty who is currently the CFO of SBI Card. An endurance athlete who runs 100km races to explore her mental & physical limits.

In this podcast we unpack her other side:
- Her journey from a college athlete to corporate boardroom.
- Revisiting her passion for sports & fitness after becoming a mother of two toddlers.
- Chasing peak athletic pursuits in her 50's.
- Balancing training between family & professional commitments.
- Experiences of running some of the toughest races in the world.
- Toolkit to overcome challenges faced by women in corporate & sports.

There are a lot of takeways from this conversation and I hope it inspires you to get out and start building your other side soon

Links to the full podcast:
Youtube : https://lnkd.in/g3GWp6CP
Spotify: https://lnkd.in/gpsvEW7f
Apple : https://lnkd.in/gctriuMP

If you're new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd

#fitness #fitmom #womeninsports #womeninbusiness #marathon #womenhealth",https://www.linkedin.com/posts/dilipevs_fitness-fitmom-womeninsports-activity-7087319241820966912-Rm-8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,mother of two an ultramarathoner and perhaps the fastest cfo in india in this eighth episode of the other side im talking with rashmi mohanty who is currently the cfo of sbi card an endurance athlete who runs km races to explore her mental physical limits in this podcast we unpack her other side her journey from a college athlete to corporate boardroom revisiting her passion for sports fitness after becoming a mother of two toddlers chasing peak athletic pursuits in her s balancing training between family professional commitments experiences of running some of the toughest races in the world toolkit to overcome challenges faced by women in corporate sports there are a lot of takeways from this conversation and i hope it inspires you to get out and start building your other side soon links to the full podcast youtube spotify apple if youre new to the podcast you can find all the past video episodes here fitness fitmom womeninsports womeninbusiness marathon womenhealth,0.008,0.898,0.094,0.91,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7084048363146416128,regular,2023-07-10 07:59:05,1688968745028,4,17,0,2,144,1,6,10,161,"Admire them. But don't get influenced.
You know they don't eat any of it. Right?

Tell your kids too.
They may be surprised. 
But they should know this too.

Not entirely the fault of athletes. 
Maybe some bit.
Good marketing is influencing the gullible.

Now you know it.

There is no proxy to regular whole foods.",https://www.linkedin.com/posts/dilipevs_admire-them-but-dont-get-influenced-you-activity-7084048363146416128-d4rG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,admire them but dont get influenced you know they dont eat any of it right tell your kids too they may be surprised but they should know this too not entirely the fault of athletes maybe some bit good marketing is influencing the gullible now you know it there is no proxy to regular whole foods,0.09,0.741,0.17,0.6593,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7077558582514233344,regular,2023-06-22 10:11:00,1687421460751,0,2,0,0,18,1,0,0,19,"Doing a podcast this weekend with Dr. Abby Philips also known as TheLiverDoc on Twitter. https://lnkd.in/gHqX2jQD 

What would you like me to ask him? Suggestions on questions and topics?

My idea is to explore what is right & wrong about health that we see and read daily. And maybe establish some tools that everyone can use to create their own health protocols.",https://www.linkedin.com/posts/dilipevs_doing-a-podcast-this-weekend-with-dr-abby-activity-7077558582514233344--Sb7?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar,doing a podcast this weekend with dr abby philips also known as theliverdoc on twitter what would you like me to ask him suggestions on questions and topics my idea is to explore what is right wrong about health that we see and read daily and maybe establish some tools that everyone can use to create their own health protocols,0.049,0.879,0.072,0.128,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7072800005954134016,regular,2023-06-09 07:02:07,1686286927689,3,33,0,28,622,6,42,26,685,"AI & ChatGPT may not solve for this.
You have to.

Becoming unhealthy is not an event. 
It is a process.

❎ 11.4% Indians are diabetic. 
❎ 35.5% Indians suffer from hypertension. 
❎ 28.6% Indians have generalised obesity.
❎ The rates of childhood obesity in our country should be a national emergency.

Unpopular opinion. One out of five here might be one of this. 

What can you do?
1. Prioritise physical activity. Nothing is more important. 
2. Eat healthy. Don’t be the profit machine to processed & packaged food industry. 

Your only goal should be to be in your kids & partners life as long as you can. 

If you wait until you're motivated, you’ve already lost.

Source: https://lnkd.in/e7CeibeE",https://www.linkedin.com/posts/dilipevs_ai-chatgpt-may-not-solve-for-this-you-activity-7072800005954134016-6bXI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,ai chatgpt may not solve for this you have to becoming unhealthy is not an event it is a process indians are diabetic indians suffer from hypertension indians have generalised obesity the rates of childhood obesity in our country should be a national emergency unpopular opinion one out of five here might be one of this what can you do prioritise physical activity nothing is more important eat healthy dont be the profit machine to processed packaged food industry your only goal should be to be in your kids partners life as long as you can if you wait until youre motivated youve already lost source,0.148,0.801,0.05,-0.8639,Negative
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7064905540245622784,regular,2023-05-18 12:12:20,1684404740572,12,33,0,0,99,16,0,0,127,"GOALS
They look far and hazy unless you keep chasing them. 
Every day, every week, every month.


In 2020, I set a goal to run a Sub 3hr marathon. 
For 4months, I was chasing this goal. It was up on my wall 😊 
To become Sub 3 marathoner.

And every week, I got two inch closer.

I’ll wake up and stare at the wall reminiscing all the past training and before going to bed muster whatever left for the next day.

Marathon training is just learning to be bored while you're hurting. 

Did i meet my goal? ...Yes, I finished 2:59:52 😌 
But those 16 weeks changed me a lot.
as an entrepreneur,
as a colleague,
as a husband,
as a friend,
and as an athlete.

There are maybe 100 men in India who can run Sub3hr marathon.
I'm one of them.
Today a 2:55:58 Marathoner.
Head high, heart full.

Everyone teaches motivation. But no one learns discipline.
Motivation is in abundance. Discipline is scarce. 

The progress in your goals is the gap between your desire and commitment. 

This is the exact training plan i followed to become a Sub3hr marathoner 😊 👇 


I host a podcast called  ""The Other Side” 
Video https://lnkd.in/gxHbvfJd
Audio https://pod.link/dilip",https://www.linkedin.com/posts/dilipevs_goals-activity-7064905541000589312-vQSa?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,goals they look far and hazy unless you keep chasing them every day every week every month in i set a goal to run a sub hr marathon for months i was chasing this goal it was up on my wall to become sub marathoner and every week i got two inch closer ill wake up and stare at the wall reminiscing all the past training and before going to bed muster whatever left for the next day marathon training is just learning to be bored while youre hurting did i meet my goal yes i finished but those weeks changed me a lot as an entrepreneur as a colleague as a husband as a friend and as an athlete there are maybe men in india who can run subhr marathon im one of them today a marathoner head high heart full everyone teaches motivation but no one learns discipline motivation is in abundance discipline is scarce the progress in your goals is the gap between your desire and commitment this is the exact training plan i followed to become a subhr marathoner i host a podcast called the other side video audio,0.041,0.842,0.117,0.9509,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7059097875628097537,regular,2023-05-02 11:34:45,1683020085246,4,22,0,0,135,9,3,1,149,"Entrepreneurs playing valuations & talking funding are overrated.
Entrepreneurs playing sports & talking health are underrated. 

Do you know any of these underrated folks?

Few folks I know who walk the talk. 
Vineeta Singh 
Jayanti Bhattacharya 
Nithin Kamath 
Rishi Vasudev 
Adnan Adeeb 
Gauravjeet Singh 
Abhishek Roy 
Nirupa Shankar 
Lizzie Chapman 
Raghunandan G 
Aditya Ghosh 
Ed Baker 
Vijayaraghavan Venugopal 

I host a podcast- The Other Side, exploring the mental & physical routines of entrepreneurs. Unpacking things that makes them unique. 

Tag the founders in comments you think I should get on the podcast. 

Link to the podcast https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_entrepreneurs-playing-valuations-talking-activity-7059097875628097537-m9ji?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,entrepreneurs playing valuations talking funding are overrated entrepreneurs playing sports talking health are underrated do you know any of these underrated folks few folks i know who walk the talk vineeta singh jayanti bhattacharya nithin kamath rishi vasudev adnan adeeb gauravjeet singh abhishek roy nirupa shankar lizzie chapman raghunandan g aditya ghosh ed baker vijayaraghavan venugopal i host a podcast the other side exploring the mental physical routines of entrepreneurs unpacking things that makes them unique tag the founders in comments you think i should get on the podcast link to the podcast,0.0,0.96,0.04,0.3818,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7057521621883916288,regular,2023-04-28 08:30:01,1682663401178,32,52,1,5,956,58,28,3,1055,"50 marathons & 20 years of running.
That's the other side of Pankaj Rai (He/Him/His)

This is the fifth episode of my podcast The Other Side. 
It's been a while and i will be regular going forward 😊

My guest for this episode is Pankaj Rai. He is Chief Data & Analytics officer at Aditya Birla Group. And has worked with many large corporations at senior leadership positions.

In this podcast we unpack the other side which most don't know about him.
- How running helps him to connect with people.
- Physical training routines that guides him to run 2-3 marathons every year.
- His toolkit for mental health
- The secret behind him finishing 3hr 45 mins at Tata Mumbai marathon 2023 at age 50+ 😀
And much more...

I hope this conversation inspires you to get out and start building your own other side soon.

Links to the full podcast

Youtube : https://lnkd.in/gspQ5wvJ
Spotify:https://lnkd.in/gfB3Vp6H
Apple podcast : https://lnkd.in/grP97p6V

If you're new to the podcast, you can find all the past video episodes here
https://lnkd.in/gxHbvfJd",https://www.linkedin.com/posts/dilipevs_50-marathons-20-years-of-running-thats-activity-7057601834214977536-R38D?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,marathons years of running thats the other side of pankaj rai hehimhis this is the fifth episode of my podcast the other side its been a while and i will be regular going forward my guest for this episode is pankaj rai he is chief data analytics officer at aditya birla group and has worked with many large corporations at senior leadership positions in this podcast we unpack the other side which most dont know about him how running helps him to connect with people physical training routines that guides him to run marathons every year his toolkit for mental health the secret behind him finishing hr mins at tata mumbai marathon at age and much more i hope this conversation inspires you to get out and start building your own other side soon links to the full podcast youtube spotify apple podcast if youre new to the podcast you can find all the past video episodes here,0.0,0.946,0.054,0.8268,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7051078819134259200,regular,2023-04-10 08:29:53,1681108193191,0,29,26,5,104,2,1,3,140,"Can you find anything healthy inside?

The global packaged food industry is valued at $1.08 trillion.
Now you know why. 

Your body is your business. 

You can create a health monopoly when packaged & processed food companies can’t make profit from you.

Pic source : unknown",https://www.linkedin.com/posts/dilipevs_can-you-find-anything-healthy-inside-the-activity-7051078819134259200-Gj_c?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,can you find anything healthy inside the global packaged food industry is valued at trillion now you know why your body is your business you can create a health monopoly when packaged processed food companies cant make profit from you pic source unknown,0.05,0.79,0.16,0.6479,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7049963682197360640,regular,2023-04-07 06:38:43,1680842323827,60,28,0,3,680,54,44,6,803,"“As long i live, i will play and win”

That’s Bhagwani Devi. 
A 95-year-old athlete from Delhi ✨ 

She won three gold medals for India at the World Masters Athletics Indoor Championships at Poland. 🥇 

Not just in one sports. But three different sports- 60mtr running, shot put and discus throw.

After the championship she said “As long i live, i will play and win”

She was not an athlete in her younger days. 
Had hardships all through her growing years. 
Lost husband & one son in her 30’s. 
Worked at farm to earn a living.

Started playing sports at the young age of 94 encouraged by her grandson Vikas Dagar—a national para-athlete.

Training at this age is not easy. But she now has a competent team that manages all aspects of her strength, nutrition & fitness.

Sport is a great way to stay healthy. 
Find what is fun to you. 
Makes you move. 
And you enjoy the most. 

Bhagwani Devi found the athlete in her in early 90’s.
I found mine in my mid 30’s. 
Good luck to finding the athlete in you!",https://www.linkedin.com/posts/dilipevs_as-long-i-live-i-will-play-and-win-that-activity-7049963682197360640-rdpi?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,as long i live i will play and win thats bhagwani devi a yearold athlete from delhi she won three gold medals for india at the world masters athletics indoor championships at poland not just in one sports but three different sports mtr running shot put and discus throw after the championship she said as long i live i will play and win she was not an athlete in her younger days had hardships all through her growing years lost husband one son in her s worked at farm to earn a living started playing sports at the young age of encouraged by her grandson vikas dagara national paraathlete training at this age is not easy but she now has a competent team that manages all aspects of her strength nutrition fitness sport is a great way to stay healthy find what is fun to you makes you move and you enjoy the most bhagwani devi found the athlete in her in early s i found mine in my mid s good luck to finding the athlete in you,0.028,0.676,0.296,0.9955,Positive
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7027589729277657088,quote,2023-02-04 11:52:37,1675507957897,0,8,0,0,8,2,0,1,11,"Priyanka Gupta asked me why the heck i'm so keen to prioritise fitness. And it took 60 mins to explain the ""Why"". 

I hope our conversation is useful in some way. 

Please remember, becoming unhealthy is not an event. It is a process. Like a plane crash, becoming unhealthy is rarely caused by one thing going wrong. Usually, it is a series of ignorance— lack of physical exercise, compromising on sleep, food choices & stress.  All these will interact and then compound. I realised the process late in my life though. 

It's very rare to meet people who are driven by genuine curiosity and passion to learn a new skill. Priyanka is one of them. 

Link to the full podcast in the comment section below.",https://www.linkedin.com/posts/dilipevs_fitness-entrepreneur-podcast-activity-7027589729839693824-O31E?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,Dilip Kumar,priyanka gupta asked me why the heck im so keen to prioritise fitness and it took mins to explain the why i hope our conversation is useful in some way please remember becoming unhealthy is not an event it is a process like a plane crash becoming unhealthy is rarely caused by one thing going wrong usually it is a series of ignorance lack of physical exercise compromising on sleep food choices stress all these will interact and then compound i realised the process late in my life though its very rare to meet people who are driven by genuine curiosity and passion to learn a new skill priyanka is one of them link to the full podcast in the comment section below,0.142,0.725,0.133,-0.3091,Negative
