urn,full_urn,posted_at,text,url,post_type,author,stats,media,pagination_token,article,reshared_post,document
"{'activity_urn': '7077558582514233344', 'share_urn': '7077558581528571904', 'ugcPost_urn': None}",urn:li:activity:7077558582514233344,"{'date': '2023-06-22 10:11:00', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1687421460751}","Doing a podcast this weekend with Dr. Abby Philips also known as TheLiverDoc on Twitter. https://lnkd.in/gHqX2jQD 

What would you like me to ask him? Suggestions on questions and topics?

My idea is to explore what is right & wrong about health that we see and read daily. And maybe establish some tools that everyone can use to create their own health protocols.",https://www.linkedin.com/posts/dilipevs_doing-a-podcast-this-weekend-with-dr-abby-activity-7077558582514233344--Sb7?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 19, 'like': 18, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 0, 'funny': 0, 'comments': 2, 'reposts': 0}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQFz1z0L5nwz4w/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1687421460021?e=1766620800&v=beta&t=aJ1O4mLigY_nW3jxzPVYA2BbYIQ_h7mO60-eUqQaGA8', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQFz1z0L5nwz4w/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1687421460021?e=1766620800&v=beta&t=aJ1O4mLigY_nW3jxzPVYA2BbYIQ_h7mO60-eUqQaGA8', 'width': 1280, 'height': 720}]}",dXJuOmxpOmFjdGl2aXR5OjcwNzc1NTg1ODI1MTQyMzMzNDQtMTY4NzQyMTQ2MDczMg==,,,
"{'activity_urn': '7077175343920414720', 'share_urn': None, 'ugcPost_urn': '7077175071898816512'}",urn:li:ugcPost:7077175071898816512,"{'date': '2023-06-21 08:48:09', 'relative': '2 years ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1687330089550}","Crossing the finish line.
In sports & entrepreneurship.

The sixth episode of ""The Other Side"" is all about this.

I'm having a conversation with Raghunandan G
Founder of Taxiforsure and now building Zolve
Also known as the startup Ironman 😊

In this podcast we unpack the other side which most don't know about him

- His endurance training routines.
-How staying fit anchored his personal & professional life.
- Parallels between endurance sports & entrepreneurship.
- Lessons from being a mentor to many founders on mental health.
- Applying frameworks from sports to team building & hiring.

And today he finished his Mount Kilimanjaro climb at 19341ft after a 6day trek ⛰️

There is a lot to takeway from this conversation and I hope this inspires you to get out and start building your own other side soon

Links to the full podcast

Youtube :
https://lnkd.in/gmFw49Yu

Spotify: https://lnkd.in/gEF_qm3f

Apple podcast : https://lnkd.in/gmw5YUfz

If you're new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd

#podcast #entrepreneurship #fitness #mentalhealth #marathon #startups",https://www.linkedin.com/posts/dilipevs_podcast-entrepreneurship-fitness-activity-7077175343920414720-Q4L8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 130, 'like': 117, 'support': 1, 'love': 7, 'insight': 0, 'celebrate': 4, 'funny': 1, 'comments': 3, 'reposts': 0}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQEZrSy_wRt52g/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1687330079515?e=1765551600&v=beta&t=VKBjoWK_fSzFD7Ku4KoQ-dWSXbdW9omev4AG-dATI4s'}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7075369064801447936', 'share_urn': None, 'ugcPost_urn': '7075368627708841984'}",urn:li:ugcPost:7075368627708841984,"{'date': '2023-06-16 09:10:39', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1686899439049}","Episode #7 trailer 😊

Guest for this episode is Raghunandan G

We explore the mindset of an endurance athlete and the parallels to entrepreneurship & life. 

Full episode coming next week.
Pls subscribe to the podcast channels to be notified for the updates.

YouTube: https://lnkd.in/gxHbvfJd
Spotify: https://lnkd.in/gfGWfHg5
Apple: https://apple.co/3FYwGoO

#podcasts #health #fitness #entrepreneurship #podcast",https://www.linkedin.com/posts/dilipevs_podcasts-health-fitness-activity-7075369064801447936-kCV5?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 54, 'like': 50, 'support': 0, 'love': 1, 'insight': 0, 'celebrate': 3, 'funny': 0, 'comments': 0, 'reposts': 0}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQFKj9NkJH5cxQ/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1686899437809?e=1765551600&v=beta&t=nVyTvJVlOv9FTQ9VN_JOQlu5angEyXX_kAQQ-AMaEVo', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQFKj9NkJH5cxQ/videocover-high/videocover-high/0/1686899400765?e=1765551600&v=beta&t=zsQRzqCR9JCWmbDmMz50HMfTGV4I4INmzy-Fd6TiA3E'}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7074985920059355137', 'share_urn': '7074985919186927617', 'ugcPost_urn': None}",urn:li:activity:7074985920059355137,"{'date': '2023-06-15 07:48:10', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1686808090224}","Should we be happy or sad for this ranking. 

Happy because why not. 

Sad because either our population still doesn’t understand what depression feels like or doesn’t have access to right medical care. 

That’s dangerous. 

According to the 2015 National Mental Health Survey (NHMS) one in every 20 Indians, or 5.3% of the population, was found to have suffered from depressive disorders at some point in their lives. 

Have the situation changed drastically?

Unicef reports that one out of seven young people between the ages of 15 to 24 in India always feels depressed or has little interest in doing things. 

Depression can be fatal. 

Mental health should be the priority as with physical.",https://www.linkedin.com/posts/dilipevs_should-we-be-happy-or-sad-for-this-ranking-activity-7074985920059355137-FBkv?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 48, 'like': 34, 'support': 6, 'love': 3, 'insight': 5, 'celebrate': 0, 'funny': 0, 'comments': 7, 'reposts': 0}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQFh_yTrxHb0FQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1686808089292?e=1766620800&v=beta&t=TWNhIPqnMM3bI_GYvozo5kOD7dyUTzkh8kSj-VyrjeQ', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQFh_yTrxHb0FQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1686808089292?e=1766620800&v=beta&t=TWNhIPqnMM3bI_GYvozo5kOD7dyUTzkh8kSj-VyrjeQ', 'width': 780, 'height': 1484}]}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7072800005954134016', 'share_urn': '7072800005060743168', 'ugcPost_urn': None}",urn:li:activity:7072800005954134016,"{'date': '2023-06-09 07:02:07', 'relative': '2 years ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1686286927689}","AI & ChatGPT may not solve for this.
You have to.

Becoming unhealthy is not an event. 
It is a process.

❎ 11.4% Indians are diabetic. 
❎ 35.5% Indians suffer from hypertension. 
❎ 28.6% Indians have generalised obesity.
❎ The rates of childhood obesity in our country should be a national emergency.

Unpopular opinion. One out of five here might be one of this. 

What can you do?
1. Prioritise physical activity. Nothing is more important. 
2. Eat healthy. Don’t be the profit machine to processed & packaged food industry. 

Your only goal should be to be in your kids & partners life as long as you can. 

If you wait until you're motivated, you’ve already lost.

Source: https://lnkd.in/e7CeibeE",https://www.linkedin.com/posts/dilipevs_ai-chatgpt-may-not-solve-for-this-you-activity-7072800005954134016-6bXI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 685, 'like': 622, 'support': 26, 'love': 6, 'insight': 28, 'celebrate': 3, 'funny': 0, 'comments': 33, 'reposts': 42}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D4E22AQGLybjiueJKrg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1686286926022?e=1766620800&v=beta&t=q34l-KUo8tnozE7fuF0KgtCCpGnEbS48nmT7kXFn6Ug', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D4E22AQGLybjiueJKrg/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1686286926022?e=1766620800&v=beta&t=q34l-KUo8tnozE7fuF0KgtCCpGnEbS48nmT7kXFn6Ug', 'width': 828, 'height': 627}]}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7072459759177625600', 'share_urn': None, 'ugcPost_urn': '7072459711815540736'}",urn:li:ugcPost:7072459711815540736,"{'date': '2023-06-08 08:30:06', 'relative': '2 years ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1686205806536}","Sometimes you just gotta invent your own sport .
Because winning a can of oil is the real deal 😀 

No corporate lessons here. Fun is in getting out and doing these small things.",https://www.linkedin.com/posts/dilipevs_sometimes-you-just-gotta-invent-your-own-activity-7072459759177625600-2eBN?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 204, 'like': 179, 'support': 1, 'love': 12, 'insight': 1, 'celebrate': 11, 'funny': 0, 'comments': 4, 'reposts': 11}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D4E05AQFVv-NYgnMenA/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1686205803746?e=1765551600&v=beta&t=_S2qUr0U8AEQS4giAX3FhKK2UU9VBVMayjKUeViDvLE', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D4E05AQFVv-NYgnMenA/videocover-high/videocover-high/0/1686205801860?e=1765551600&v=beta&t=cLtakif-l8pEQnIWsq7kv0JzQQaySfLT0e2PyKhoUvc'}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7070261417043513344', 'share_urn': '7070261416288550912', 'ugcPost_urn': None}",urn:li:activity:7070261417043513344,"{'date': '2023-06-02 06:54:40', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1685681680928}","Ignoring some people for your mental health is not a weakness. 

It’s a superpower.",https://www.linkedin.com/posts/dilipevs_ignoring-some-people-for-your-mental-health-activity-7070261417043513344-CGkj?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 60, 'like': 54, 'support': 0, 'love': 3, 'insight': 0, 'celebrate': 3, 'funny': 0, 'comments': 0, 'reposts': 3}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQHXPEs50IxkaQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1685681679514?e=1766620800&v=beta&t=s-y3rvW1pcu4-_hr_7fumVql0nJtvQGlTPT-TKgRK9k', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQHXPEs50IxkaQ/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1685681679514?e=1766620800&v=beta&t=s-y3rvW1pcu4-_hr_7fumVql0nJtvQGlTPT-TKgRK9k', 'width': 828, 'height': 621}]}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7069961900037443585', 'share_urn': '7069961897063714816', 'ugcPost_urn': None}",urn:li:activity:7069961900037443585,"{'date': '2023-06-01 11:04:30', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1685610270509}","How humans seated for hours and barely moving can loose 6000 calories a day. This will blow your mind. 
It's called the grandmaster diet. 

↘ In 1984, world champion Anatoly Karpov lost 10kg at the end of the tournament. 
↘ In 2004, world champion Rustam Kasimdzhanov lost 8kg.

Chess players can burn up to 6,000 calories a day.
That's three times what an average person consumes in a day.

So, how does a sedentary sport like chess burn so much calories?

This is the wild part.
It all comes from stress.

Throughout long championships, chess players have to endure immense stress.

You may not be a grandmaster but there is something for you to takeaway.

Let's understand more.

As one gets stressed, their heart rate (HR) increases. 
This rise in HR forces the body to produce more energy. 
and can cause a person’s breathing rate to triple. 
As the human body receives this extra oxygen, blood pressure increases and metabolism speeds up, which in turn, causes the body to burn calories.

The primary way chess burns calories is through the use of brain. And for a mentally challenging activity like chess, brain uses more energy. Grandmasters sustain elevated blood pressure for hours in the range found in elite marathoners.

Stress and anxiety are the greatest drivers of this weight loss phenomenon. 

Is it good? Definitely not 🔴
The overwork of brain can cause increased stress, loss of appetite& disturbed sleep.

So what do chess players do to train themselves to be sharp and competitive? 

Here's what the greatest of all time Viswanathan Anand and Magnus Carlsen did. 

Fix their exercise & nutrition strategy ✅

Anand would do two hours of cardio each night to tire himself out so he doesn't dream about chess. He would go for a run or climb on the morning of almost all of his chess matches to keep a high heart rate. 

During the 2001 World Championship Anand’s car was caught in a traffic jam with just minutes left for the game. He abandoned his car and sprinted into the playing hall to start a crucial encounter.

Carlsen in 2017 was still winning most tournaments, but his matches were lasting longer & the victories were less assured. 
He was loosing energy in the last hour of games. 
Fixing his nutrition brought the big change. 

Till then he used to mostly rely on mix of half orange juice & water for an energy boost. But as he evolved to his late 20s, his body was no longer breaking down the sugar as quickly, leading to glucose crashes. He replaced juices to a mixture of chocolate milk and plain milk, which contained far lower levels of sugar but would also supplement his body with calcium, potassium and protein. 
This kept his blood sugar at a reasonable level without too big a variation.

In a recent interview, Anand said "" The most important thing to combat stress is building stamina. In chess, you want to handle handle 6 hours of absolute focus and not make your brain tired. When you get tired you tend to forget things and then blunders happen""",https://www.linkedin.com/posts/dilipevs_how-humans-seated-for-hours-and-barely-moving-activity-7069961900037443585-yim0?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 1758, 'like': 1477, 'support': 2, 'love': 39, 'insight': 231, 'celebrate': 7, 'funny': 2, 'comments': 81, 'reposts': 94}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQF4awWPSTNFaw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1685610269188?e=1766620800&v=beta&t=cQIpVbtHa3x17alvL9PLQWwZsJVwRgSUvigAkRmTfVk', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQF4awWPSTNFaw/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1685610269188?e=1766620800&v=beta&t=cQIpVbtHa3x17alvL9PLQWwZsJVwRgSUvigAkRmTfVk', 'width': 1200, 'height': 630}]}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7069219298484867072', 'share_urn': None, 'ugcPost_urn': '7069219268583641088'}",urn:li:ugcPost:7069219268583641088,"{'date': '2023-05-30 09:53:40', 'relative': '2 years ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1685433220502}","Playing sports is more than just winning. 
Friendship, Emotions, Character, Failure, Stress and more. 

This was the reason for me to start a podcast to explore these narratives with high performing individuals.
YouTube https://lnkd.in/gxHbvfJd
Spotify https://lnkd.in/gfGWfHg5
Apple https://lnkd.in/greqNVP2",https://www.linkedin.com/posts/dilipevs_playing-sports-is-more-than-just-winning-activity-7069219298484867072-hJNV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 770, 'like': 686, 'support': 3, 'love': 66, 'insight': 0, 'celebrate': 15, 'funny': 0, 'comments': 10, 'reposts': 25}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D4E05AQF-u9Z_5ZgPMw/feedshare-ambry-analyzed_servable_progressive_video/feedshare-ambry-analyzed_servable_progressive_video/0/1685433218505?e=1765551600&v=beta&t=cMGVDjCRinwA-wabwYebmBVR_FMbzAUx5mw6lW5VYaQ'}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7067783666751442944', 'share_urn': None, 'ugcPost_urn': '7067783453592752128'}",urn:li:ugcPost:7067783453592752128,"{'date': '2023-05-26 10:48:59', 'relative': '2 years ago • Visible to anyone on or off LinkedIn', 'timestamp': 1685090939224}","The sixth episode of ""The Other Side"" is here.
The guest is Nirupa Shankar

She is the Joint Managing Director of Brigade Group 

In this podcast we unpack the other side which most don't know about her. 

- How she started running and took to triathlons in her mid 30's. 
- Doing her debut Ironman race after having first child. 
- Her playbook to manage work, home and fitness commitments. 
- Current training routine for the upcoming races. 
- Toolkit for mental health and how she copes with struggles. 
- And why she thinks Rafael Nadal is the greatest of all time 😊 

I hope this conversation inspires you to get out and start building your own other side soon

Links to the full podcast

Youtube : https://lnkd.in/g8Zsi_r9
Spotify: https://lnkd.in/gQR3_JFr
Apple podcast : https://lnkd.in/gtNkNbaz

If you're new to the podcast, you can find all the past video episodes here https://lnkd.in/gxHbvfJd

#podcast #health #womenhealth #womenentrepreneurs #fitness #ironman #marathon",https://www.linkedin.com/posts/dilipevs_podcast-health-womenhealth-activity-7067783666751442944--Eso?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 216, 'like': 205, 'support': 0, 'love': 6, 'insight': 0, 'celebrate': 5, 'funny': 0, 'comments': 6, 'reposts': 6}","{'type': 'video', 'url': 'https://dms.licdn.com/playlist/vid/v2/D5605AQHRfGFJYpij8g/mp4-720p-30fp-crf28/mp4-720p-30fp-crf28/0/1685090929666?e=1765551600&v=beta&t=ZoPwA38woHEa529rzwt1cuqmS2yttGkiOjLphHC3pok', 'thumbnail': 'https://media.licdn.com/dms/image/v2/D5605AQHRfGFJYpij8g/videocover-high/videocover-high/0/1685090918021?e=1765551600&v=beta&t=oJSSIVZviNpjl4S4jzAMZqH7nGZSZdWoubHV9zNXm60'}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
"{'activity_urn': '7067352561955082240', 'share_urn': '7067352561325928449', 'ugcPost_urn': None}",urn:li:activity:7067352561955082240,"{'date': '2023-05-25 06:15:55', 'relative': '2 years ago • Edited • Visible to anyone on or off LinkedIn', 'timestamp': 1684988155831}","Two things true about every single person reading this right now


1. You have 24hours in your day. 

2. Only you can choose your priorities.  

You also have tools you need to find consistent distraction. 

This single mindset defines high performing individuals. The most common trait amongst all the guest I’ve interviewed on my podcast.",https://www.linkedin.com/posts/dilipevs_two-things-true-about-every-single-person-activity-7067352561955082240-sFQM?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGGyYTABZYVmghwuwqRrX-VlnPFbyLxAg4M,regular,"{'first_name': 'Dilip', 'last_name': 'Kumar', 'headline': 'Entrepreneur| Investments at Rainmatter | Endurance athlete', 'username': 'dilipevs', 'profile_url': 'https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY', 'profile_picture': 'https://media.licdn.com/dms/image/v2/D5603AQGhtlx4qkgbNA/profile-displayphoto-shrink_800_800/B56ZbsD5pbGsAc-/0/1747717168115?e=1766620800&v=beta&t=MfjX7_IgEVzFDR_n1LA_BxYhfx5O8AlGEhfVQkzTrEk'}","{'total_reactions': 264, 'like': 223, 'support': 4, 'love': 24, 'insight': 1, 'celebrate': 12, 'funny': 0, 'comments': 3, 'reposts': 3}","{'type': 'image', 'url': 'https://media.licdn.com/dms/image/v2/D5622AQGOgOUGzW8X8Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1684988154868?e=1766620800&v=beta&t=0Ajt9b0fjtRELLuwbQbCZyVeWTy-p0EqvHkpoUGeUaM', 'images': [{'url': 'https://media.licdn.com/dms/image/v2/D5622AQGOgOUGzW8X8Q/feedshare-shrink_2048_1536/feedshare-shrink_2048_1536/0/1684988154868?e=1766620800&v=beta&t=0Ajt9b0fjtRELLuwbQbCZyVeWTy-p0EqvHkpoUGeUaM', 'width': 828, 'height': 838}]}",dXJuOmxpOmFjdGl2aXR5OjY0MDQ1ODQyMDAzMTc1NzEwNzItMTUyNjk3MTg2NDY3OQ==,,,
