author.headline,author.profile_url,author.username,full_urn,post_type,posted_at.date,posted_at.timestamp,stats.celebrate,stats.comments,stats.funny,stats.insight,stats.like,stats.love,stats.reposts,stats.support,stats.total_reactions,text,url,author.full_name
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7226086503972581378,regular,2024-08-05 06:47:56,1722833276742,8,20,0,0,217,33,2,2,260,"A good coach can change the game. A great coach can change the life. That's Indian Hockey coach Craig Fulton trying to meet his daughter after the win against Great Britain at Olympics yesterday.  

A coach is the anchor to bridge the gap between aspirations and commitment. You don't know what it means to be great unless you have a coach besides you. Everyone needs a coach. At work or playground.",https://www.linkedin.com/posts/dilipevs_a-good-coach-can-change-the-game-a-great-activity-7226086503972581378-x9EU?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7225731343790305280,regular,2024-08-04 07:17:43,1722748663219,6,27,1,10,599,31,25,9,656,"1.4 billion people and 117 athletes. This podcast is to understand Indian sports, governance & infrastructure. And how do we bridge the gap between potential and commitment to olympic aspirations.

I’m talking Deepthi Bopaiah, CEO of GoSports Foundation. She has spent many years in identifying and supporting talent for Indian sports.
This episode will tell you more about
-Sports governance  in India and how it works.
-Current infrastructure and what could be done to improve.
-Stories about women and parathletes in Indian sports you never knew.
-Toolkits for young athletes and their parents to pursue sports as professional career.
-And how we can create better systems to have more olympic medal potentials.

Watch the full podcast here https://lnkd.in/gYKVSwnJ

Do me a favour and please share it with an aspiring athlete or a parent who has dreams to make a kid play sports for India.",https://www.linkedin.com/posts/dilipevs_14-billion-people-and-117-athletes-this-activity-7225731609134522368-JiE6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7225004732379979777,regular,2024-08-02 07:09:24,1722575364906,12,55,0,0,255,30,1,3,300,"Employee health & fitness shouldn’t be complicated. It should be simple and it should be a culture.

We had a random internal chat on world record for push-ups. And decided to check how many we can do in a minute. This is a video from that 😊

No HR was involved. There was no cash prize, no incentives, no leaderboard. No one was forced but most chose to do.

Employee health shouldn’t be limited to one yoga day or world health day. It should be a regular conversation. It should be driven by everyone from top to bottom. Don’t over engineer it with too many wellness programs. Keep it simple. Make it a culture. 

Zerodha | Rainmatter by Zerodha",https://www.linkedin.com/posts/dilipevs_employee-health-fitness-shouldnt-be-complicated-activity-7225004743327113216-dbOi?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7221742252937633792,regular,2024-07-24 07:05:26,1721797526583,33,30,0,2,251,43,1,7,336,"Everytime you hear this crap, women shouldn’t lift weights. Ignore & just remember these women. 

These are Olympic and World champions 🇮🇳. Because they lift weights. 

Next time you see a woman walk into a gym, cheer for her. Offer her help. She will feel confident. She will come back again.

No one has ever said, I don’t want to feel strong.",https://www.linkedin.com/posts/dilipevs_everytime-you-hear-this-crap-women-shouldn-activity-7221742252937633792--rZ6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7221012947748208643,regular,2024-07-22 06:47:26,1721623646676,98,58,0,2,1021,80,7,37,1238,"Cricket should support other sports in India. I wrote about this two weeks ago. Some supported and others critiqued. 

Yesterday BCCI announced a 8.5cr support to Indian athletes going to Paris olympics.

This was the original tweet that went viral https://lnkd.in/gU4JFxr9

Most people are afraid of sharing their thoughts online. One of the biggest mistake is that people think they have to be an ""expert"" to share about something. 
I'm telling you, the power of speaking your mind is underrated. 

Appreciate the gesture by Board of Control for Cricket in India (BCCI).

Hope more will come out to support Indian sports.",https://www.linkedin.com/posts/dilipevs_cricket-should-support-other-sports-in-india-activity-7221012947748208643-X4Lp?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7212311569286746112,regular,2024-06-28 06:31:16,1719549076387,0,36,0,25,212,7,3,20,264,"AI & ChatGPT will not solve for this. You have to. Becoming unfit is not an event. It is a process.

-Prioritise physical activity. Nothing is more important.
-Eat healthy. Don’t be the profit machine to processed & packaged industry.

Your only goal should be to be in your kids & partners life as long as you can.

Like loosing money, loosing your health is rarely caused by one thing going wrong. Usually, it is a series of ignorance and wrong doings. Take control now.

If you wait until you're motivated, you’ve already lost.",https://www.linkedin.com/posts/dilipevs_ai-chatgpt-will-not-solve-for-this-you-activity-7212311569286746112-hqX6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7210866833644564480,regular,2024-06-24 06:50:24,1719204624568,13,70,0,3,364,30,1,3,413,"Bring a bunch of founders under one roof, let them talk to each other, give no gyaan. And magic will happen. Last Friday was this. 
Did an impromptu Health Founders meet-up in Delhi last Friday. 180+ people signed up. Could only admit 40 due to space limitations. All of them showed up and few brought their co-founders along.

I thought events and meet-ups were in abundance. Maybe 5-10 people will turn up. But 50 founders were hanging out for 4 hrs on a Friday evening. And all passionate about health and building products to make Indians healthy. 

There was no speech, no panel, no agenda. 
But entrepreneurs have an innate ability to communicate. So they all started talking to each other. Figured that networking is overrated. But a space to have unfiltered conversations and be your authentic is underrated. 

Some got new customers.
Some met their customers who were using their products. 
Some got offer to share the office space.
Some validated their new product ideas.
Some established new partnerships. 
Lot of questions on why, what and how. 
And a few made their funding pitch. Founder preamble you know :) 
There was learning and a some unlearning. 

Apologies for people we couldn’t admit. There was a genuine space limitation. 
It was an experiment and i dint expect this much response. 

At Rainmatter our credo is to add meaningful support to the ecosystem. 
Either through capital allocation or cheering for entrepreneurs. 
Should we do this more often? In other cities?",https://www.linkedin.com/posts/dilipevs_bring-a-bunch-of-founders-under-one-roof-activity-7210866833644564480-QWmF?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7201805723964514304,regular,2024-05-30 06:44:47,1717044287673,309,64,0,10,7139,521,63,75,8054,"Behind every star athlete or a champion there is a supporting family. 
Parents who teach their kids that success is not about winning but how well they can recover when they fall. 

This is Nagalakshmi. An unassuming mother of two young Indian chess prodigies Praggnanandhaa and Vaishali. The first-ever brother-sister duo to both earn the Grand master title. Today both of them are well known for their achievements in the sport. Most don’t know that their mother, Nagalakshmi accompanies them to tournaments for encouragement and support. Father Rameshbabu works as a branch manager at TNSC Bank and is honest to say they were facing financial constraints but were determined to support both their kids. 

I’ve now spent time with Olympians, World champions & India no.1 on my podcast and a common thread amongst all of them is their early childhood and the parental support all of them had.  The most important economic decisions a society makes are not made in corporate offices, but in homes.
https://x.com/kmr_dilip",https://www.linkedin.com/posts/dilipevs_behind-every-star-athlete-or-a-champion-there-activity-7201805723964514304-ojcg?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7185511912204316672,regular,2024-04-15 07:39:00,1713159540225,2,67,0,23,315,10,3,6,356,"Have met 500+ startups solving for health, nutrition & fitness in last 12 months at Rainmatter. There is an opportunity no one is looking at. My thoughts....

Those building tech mostly tell HOW is the sleep, blood glucose , calories, HRV , recovery and more. Your current baseline. That's the current generation of wearables. 

But no is telling WHY it's happening. 
I think this will be the future of health wearables. 

Those building food products claim THEY are healthy & better. 
But no one is telling WHY they are better.

I think solving for WHY will unlock new market opportunities . 
How & What will get you first time customer. 
Why will get you lifetime user.

Usecase: If the RHR (resting heart rate) suddenly spikes, we should know why.
If the HRV dropped, we should know what caused it.

Shared some other opportunities earlier here https://lnkd.in/gn6ibaGj",https://www.linkedin.com/posts/dilipevs_have-met-500-startups-solving-for-health-activity-7185511912204316672-Vrfu?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGC0ANEB8TpzHIxGJlVGo2iJthOS_mZ_AUs,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7180065826794868736,regular,2024-03-31 06:58:12,1711861092280,4,17,0,0,99,13,0,0,116,Doing a podcast with Narain Karthikeyan next week. What should I ask him? This is his first podcast ever.,https://www.linkedin.com/posts/dilipevs_doing-a-podcast-with-narain-karthikeyan-next-activity-7180065826794868736-sIqG?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7179343508334391297,regular,2024-03-29 06:08:03,1711688883796,12,13,0,0,196,14,1,1,223,"Failures, medals, Olympics.  
And the journey to become India number 1. 


In this podcast I’m having a conversation with Prannoy HS . He is an Arjuna award winner currently ranked number 1 player in Badminton singles in India. And will represent the country in 2024 Olympics. 

But his journey has been a roller coaster with injuries and failures. And the comeback to winning medals is a fascinating tale of grit & determination. He has been one of the architects for winning the Thomas cup & Commonwealth games gold medal. 

In this podcast we discussed 
- Early years in Badminton and the pursuit to become a champion player 
- How parents can play a role in creating future olympians. 
- Coaching with Gopichand and career winning moments
- How professional athletes train and manage life.
- Managing stress & mental health.
- Building sports culture in India
- Failures and lessons from it
- And more 

Links to the full podcast

Youtube: https://lnkd.in/g5_kC2rK

Spotify: https://lnkd.in/g-KUy5cy

Apple podcast: https://lnkd.in/gKG4tiP3",https://www.linkedin.com/posts/dilipevs_failures-medals-olympics-and-the-journey-activity-7179343532061519872-U0tT?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7176472734330228737,regular,2024-03-21 08:04:52,1711004692545,1,13,0,3,120,6,0,5,135,"Can you make people healthy & fit and make a business out of it? Yes, you can. 

In this podcast, I’m talking to Jitendra Chouksey, founder of FITTR. 
I’ve known JC as a health educator. But he is also an entrepreneur building a community and coach led fitness education platform.

In our conversation, we discuss:
🔸The making of the accidental entrepreneur 
🔸 Breakdown of the fitness market in India 
🔸 Building products and features that drive outcomes 
🔸 Lessons from building a community driven platform
🔸 Toolkit for mental health.
🔸 Failures, and stories of personal growth
🔸 How to design your now operating system for health with specifics on nutrition and exercise.
🔸 Much more
This was a long conversation and i hope you find it useful.

Listen now 👇

YouTube: https://lnkd.in/gfpaCriv

Spotify: https://lnkd.in/gfGWfHg5

Apple: https://lnkd.in/gQ_m-8V3",https://www.linkedin.com/posts/dilipevs_can-you-make-people-healthy-fit-and-make-activity-7176473825960767490-EwA0?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7175723731808309248,regular,2024-03-19 06:24:16,1710825856163,3,63,0,15,199,15,1,2,234,"An unpopular opinion about founders/VC's building and investing in health category. This may disappoint a few.

First, if you are a founder building in the health. You've to walk the talk. 
What does that mean? You have to be healthy and fit. 

-The biggest moat in the health industry is trust. This can't be built by performance marketing or hiring influencers. 
-Why will a customer trust your product if the founder isn't healthy? You don't need six packs. But you shouldn't look unfit.
-If your product came out from your own problem statement, great. Tell the world how you got there and share your experience. 
-In health industry you scale by not selling features. But by earning the trust. 

Second, don't pitch or raise money from an investor who doesn't walk the talk. 

-To build a scalable business TAM is important. But impact is most important.
- If the first question they ask is, how large is the business and not why you choose to build the product. That's a sign.
- If an investor doesn't make an effort to experience your product or service and offer genuine feedback. They are truly not investing in you. But chasing vanity.
- Have seen many VC events ending with alcohol and the food corner filled with junk. And that happens because they don't walk the talk and perhaps staying healthy is not their top priority in personal life. 

That's it. Hope this changes. And we build businesses and products that brings impact on people. And trust is your anchor to scale.",https://www.linkedin.com/posts/dilipevs_an-unpopular-opinion-about-foundersvcs-activity-7175723731808309248-nc1r?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7173545853926797312,regular,2024-03-13 06:10:09,1710306609613,7,50,0,17,176,3,2,10,213,"32000 people have added ""Career Break"" and 53000 added ""Sabbatical"" as their current position on Linkedin. 

Most common description is "" Working on my health & fitness"" 
How did we get here?",https://www.linkedin.com/posts/dilipevs_32000-people-have-added-career-break-and-activity-7173545853926797312-ICrt?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7170657050065035264,regular,2024-03-05 06:51:05,1709617865822,0,14,0,2,110,12,4,5,129,"Being vulnerable is not a weakness. 
It can be a strength. 
A must read if you are confused, lost or want to pause. I’ve been there. 


TLDR from the post. 

1. Money past a certain point won't make you happier, in fact it will make you feel lonlier

2. Find your values, what makes you tick

3. Fuck it, just start and fail. There are lessons everywhere.",https://www.linkedin.com/posts/dilipevs_being-vulnerable-is-not-a-weakness-it-can-activity-7170657053089128448--J5Z?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7164480407277592577,regular,2024-02-17 05:47:58,1708145278784,2,28,0,0,183,6,7,0,191,"73% of Indians are deficient in protein & over 80% of the population does not meet their daily protein requirements. There is a $2billion market opportunity in dietary supplements in India.

So do people really need supplements? Who is buying and why?

I sat down with three entrepreneurs building products and brands in this space -Samit Gupta of Neulife Nutrition , Pranav Malhotra of Trunativ & Shashank Mehta of TheWholeTruth. 

We discussed what it takes to build a business in nutrition category, how do consumers know what is genuine and fake, setting manufacturing, R&D capabilities, pricing , sourcing and growth opportunities in health foods and more.

If you are an enthusiast of consumer products or keen to build for the health market, this episode will have many takeaways for you.

Links to full podcast
Youtube: https://lnkd.in/gyPGxaYP
Spotify: https://lnkd.in/gDrjHCyp
Apple: https://lnkd.in/gC8CERqG",https://www.linkedin.com/posts/dilipevs_73-of-indians-are-deficient-in-protein-activity-7164480575385391104-Kyd6?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7161581465128960001,regular,2024-02-09 05:47:57,1707454077036,34,24,0,3,618,53,9,9,717,"A good coach can change the game. A great coach can change the life. 


I met Prannoy HS last week and we did a podcast together. 

One topic we discussed a lot was about coaching. It’s a tool that many people don’t use much. Wether you are an athelete, entrepreneur, working professional or just anyone who wants to find the best in you. You need a coach. 

You don't know what it means to be great unless you have a coach besides you. 

Prannoy & Gopi has a special relationship that is beyond Badminton. I’m glad we sat down to unpack this and more. 

My takeway- The progress in your goal is the gap between your desire and commitment. The coach is your tool to measure it meaningfully.",https://www.linkedin.com/posts/dilipevs_a-good-coach-can-change-the-game-a-great-activity-7161581465128960001-MRfH?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7158667897081364481,regular,2024-02-01 04:50:44,1706759444595,1,13,0,20,225,9,17,2,257,"Because some people admire Hrithik Roshan. So listen up!


Becoming unhealthy is not an event. It is a process.
Like loosing money, loosing your health is rarely caused by one thing going wrong. Usually, it is a series of ignorance and wrong doings. 
Take control now.",https://www.linkedin.com/posts/dilipevs_because-some-people-admire-hrithik-roshan-activity-7158667965503057920-NZN3?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7156509721816887297,regular,2024-01-26 05:56:52,1706245012693,14,14,0,0,271,34,7,2,321,"20+ years in sports. Oldest player in the history of tennis to be World rank 1. 
This is a special podcast with Rohan Bopanna. 


I sat down with Rohan just few days before he left for Australian Open. This conversation is not just for sports enthusiasts but for anyone who wants to get peak performance in life.

Rohan is redefining sports with his perseverance, consistency and mental strength. In his own words that's his toolkit to success. He is 43 year old and competing and winning at this elite level has never been done in the history of the sport. 

Full podcast on
Youtube: https://lnkd.in/giNUCu59
Spotify: https://lnkd.in/g9Tmu987
Apple: https://lnkd.in/gbhWiTUT

We discussed mental models for peak performance in life, how he overcame failures and setbacks, managing stress, his mental & physical training routine, support system we need build a sporting culture in India, parenthood and much more. 

It's a 2 hr long conversation like most of my podcasts 😊.  So give time to learn and absorb from one of the great athlete of all time. 

Do share your feedback.",https://www.linkedin.com/posts/dilipevs_20-years-in-sports-oldest-player-in-the-activity-7156510281718792193-ajaZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7150397503887040513,regular,2024-01-09 09:06:52,1704787612888,2,8,0,1,56,1,0,1,61,"Founders, never let the investors be the judge of your passion and commitment.


Missing good investments is the occupational hazard of venture capitalists.
One of the biggest learning in the past year after talking to 200+ founders is , investors can never estimate the insight a founder has to the problem statement they are solving for. A phone call or a coffee meeting will never be enough. 

Founder's superpower is the ability to understand user problems and build solutions that customers may not even ask for. And investors should let curiosity anchor the conversations than making conclusions based on reports or industry thesis. You may still not get it. That's fine. When you're a VC, not all bets are winners – some are just lessons.

Btw, the market cap for Tesla today is $753 billion :) 
This excerpt is from Bessemer Venture Partner anti portfolio page.",https://www.linkedin.com/posts/dilipevs_founders-never-let-the-investors-be-the-activity-7150397503887040513-bvXI?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7147467005774684162,regular,2024-01-01 07:02:07,1704088927692,0,9,15,1,61,5,0,0,82,"First day of the year. 
Set goals & expectations that you can carry. 

Happy New Year!",https://www.linkedin.com/posts/dilipevs_first-day-of-the-year-set-goals-expectations-activity-7147467005774684162-bQLV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7140931872661962753,regular,2023-12-14 06:13:50,1702530830541,0,6,0,0,121,9,1,1,131,"Charlie Munger on India

“You can't find any two groups on Earth that are more interested in getting ahead than the people in India and China.”

"" I'm way more popular in India and China than I am in my own country. And I don't mind that either. I think it's peculiar that these high-IQ nerds in China and India love me, and my own country, people think I'm a pompous old bastard""

Excerpts from a recent conversation Charlie had with John Collison & Patrick O'Shaughnessy, https://lnkd.in/dN3x9-tp

Thank you Charlie! ❤️ 
Lets get back to building things.",https://www.linkedin.com/posts/dilipevs_charlie-munger-on-india-you-cant-find-activity-7140931872661962753-ozKU?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:ugcPost:7138038307703160835,regular,2023-12-06 06:36:25,1701840985240,1,12,0,0,95,6,4,11,113,"23 million girls in India drop out of school annually due to a lack of proper menstrual hygiene facilities.

More than 300 million women in India still don't have access to proper menstrual hygiene products. And still use old rags, ash, leaves & clothes. 

Was talking to Vikas Bagaria yesterday to understand the current situation. 

While brands will do their bit to build awareness. The biggest impact will happen when we start talking about it at home, office and in social circles. 

-Celebrating one women's day in a year doesn't do any good. 
-Men should be comfortable in breaking the silence and engage in conversations with their daughter, sister, spouse & friends. 
-Menstruation education should be everyone's business. Awareness amongst girl child is good. But should be equally important amongst young boys. 

Ignorance is the real taboo. Menstruation education is a collective responsibility. 
This video came up later internally and thought it's apt to share here.",https://www.linkedin.com/posts/dilipevs_23-million-girls-in-india-drop-out-of-school-activity-7138038451756560386-pudQ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
Entrepreneur| Investments at Rainmatter | Endurance athlete,https://www.linkedin.com/in/dilipevs?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAABll5IBLSjIvTtdv-7G24ZqrORIfrfIaTY,dilipevs,urn:li:activity:7134041604511715329,regular,2023-11-25 05:54:22,1700888062599,33,25,1,2,564,39,7,4,643,"Employee wellness needn’t be complicated. 

That’s Nithin, Vishnu & me crossing the finish line at IronMan Goa last month.
We participated as a corporate relay team. 

Working in a 9am-6pm work environment can be stressful. Be it corporates or startups. Employers want their teams to be healthy. And employees want to live a healthy life. 
The mismatch is in expectations.

Most employers over complicate employee wellness by pushing for programs that don't sync with everyone. But sometimes the biggest impact is driven by doing simple things. 

At Zerodha & Rainmatter playing sports is an anchor that has worked well.
Not just evangelising it but participation from top leadership to everyone in the company. 

For those interested how we do this internally. This is a link to the forum where we discussed everything from event planning, creating a team, training and more. We had three teams and everyone met each other only at the event :) 

Link: https://lnkd.in/giV8PgBA

The upside is, now we have more folks doing events for running, triathlons, obstacle racing and more. There are groups playing some sport every weekend. And all this without any complicated employee wellness program. 
People just talk to each other, signup events and show up to the start line. 

Becoming a healthy company is not an event.
It's a process.",https://www.linkedin.com/posts/dilipevs_employee-wellness-neednt-be-complicated-activity-7134041604511715329-BylK?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAGEsG0ABFmlmZye_QBC9XS6e4FtMFn7apC0,Dilip Kumar
